date,state,parlimen,dun,sex,age,ethnicity,population
2021-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,both,overall,overall,95.7
2021-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,both,overall,citizen,93.6
2021-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,both,overall,noncitizen,2.1
2021-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,female,overall,overall,47.9
2021-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,male,overall,overall,47.8
2022-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,both,overall,overall,96.6
2022-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,both,overall,citizen,94.5
2022-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,both,overall,noncitizen,2.0
2022-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,female,overall,overall,48.4
2022-01-01,Kedah,P.006 Kubang Pasu,N.06 Jitra,male,overall,overall,48.2
2020-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,overall,34.425
2020-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,citizen,33.15
2020-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,noncitizen,1.275
2020-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,female,overall,overall,16.668
2020-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,male,overall,overall,17.757
2021-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,overall,34.8
2021-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,citizen,33.5
2021-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,noncitizen,1.2
2021-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,female,overall,overall,16.9
2021-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,male,overall,overall,17.9
2022-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,overall,35.1
2022-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,citizen,33.9
2022-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,both,overall,noncitizen,1.2
2022-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,female,overall,overall,17.0
2022-01-01,Kedah,P.007 Padang Terap,N.07 Kuala Nerang,male,overall,overall,18.0
2020-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,overall,31.561
2020-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,citizen,29.522
2020-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,noncitizen,2.039
2020-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,female,overall,overall,14.956
2020-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,male,overall,overall,16.605
2021-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,overall,31.9
2021-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,citizen,29.9
2021-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,noncitizen,1.9
2021-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,female,overall,overall,15.1
2021-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,male,overall,overall,16.7
2022-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,overall,32.1
2022-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,citizen,30.3
2022-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,both,overall,noncitizen,1.9
2022-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,female,overall,overall,15.3
2022-01-01,Kedah,P.007 Padang Terap,N.08 Pedu,male,overall,overall,16.9
2020-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,overall,47.584
2020-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,citizen,45.622
2020-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,noncitizen,1.962
2020-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,female,overall,overall,21.395
2020-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,male,overall,overall,26.189
2021-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,overall,48.0
2021-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,citizen,46.2
2021-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,noncitizen,1.9
2021-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,female,overall,overall,21.6
2021-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,male,overall,overall,26.4
2022-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,overall,48.5
2022-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,citizen,46.7
2022-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,both,overall,noncitizen,1.8
2022-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,female,overall,overall,21.9
2022-01-01,Kedah,P.008 Pokok Sena,N.09 Bukit Lada,male,overall,overall,26.6
2020-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,overall,41.388
2020-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,citizen,39.89
2020-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,noncitizen,1.498
2020-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,female,overall,overall,21.124
2020-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,male,overall,overall,20.264
2021-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,overall,41.8
2021-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,citizen,40.4
2021-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,noncitizen,1.4
2021-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,female,overall,overall,21.4
2021-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,male,overall,overall,20.4
2022-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,overall,42.2
2022-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,citizen,40.8
2022-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,both,overall,noncitizen,1.4
2022-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,female,overall,overall,21.6
2022-01-01,Kedah,P.008 Pokok Sena,N.10 Bukit Pinang,male,overall,overall,20.6
2020-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,overall,44.085
2020-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,citizen,42.76
2020-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,noncitizen,1.325
2020-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,female,overall,overall,22.174
2020-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,male,overall,overall,21.911
2021-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,overall,44.5
2021-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,citizen,43.2
2021-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,noncitizen,1.3
2021-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,female,overall,overall,22.4
2021-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,male,overall,overall,22.1
2022-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,overall,44.9
2022-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,citizen,43.7
2022-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,both,overall,noncitizen,1.2
2022-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,female,overall,overall,22.7
2022-01-01,Kedah,P.008 Pokok Sena,N.11 Derga,male,overall,overall,22.3
2020-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,overall,56.156
2020-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,citizen,50.625
2020-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,noncitizen,5.531
2020-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,female,overall,overall,28.564
2020-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,male,overall,overall,27.592
2021-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,overall,56.7
2021-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,citizen,51.4
2021-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,noncitizen,5.3
2021-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,female,overall,overall,28.9
2021-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,male,overall,overall,27.8
2022-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,overall,57.2
2022-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,citizen,52.1
2022-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,both,overall,noncitizen,5.1
2022-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,female,overall,overall,29.2
2022-01-01,Kedah,P.009 Alor Setar,N.12 Suka Menanti,male,overall,overall,28.0
2020-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,overall,14.528
2020-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,citizen,14.188
2020-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,noncitizen,0.34
2020-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,female,overall,overall,7.319
2020-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,male,overall,overall,7.209
2021-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,overall,14.7
2021-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,citizen,14.4
2021-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,noncitizen,0.3
2021-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,female,overall,overall,7.4
2021-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,male,overall,overall,7.3
2022-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,overall,14.8
2022-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,citizen,14.5
2022-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,both,overall,noncitizen,0.3
2022-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,female,overall,overall,7.5
2022-01-01,Kedah,P.009 Alor Setar,N.13 Kota Darul Aman,male,overall,overall,7.3
2020-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,overall,48.326
2020-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,citizen,47.661
2020-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,noncitizen,0.665
2020-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,female,overall,overall,24.264
2020-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,male,overall,overall,24.062
2021-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,overall,48.8
2021-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,citizen,48.2
2021-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,noncitizen,0.6
2021-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,female,overall,overall,24.5
2021-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,male,overall,overall,24.3
2022-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,overall,49.2
2022-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,citizen,48.6
2022-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,both,overall,noncitizen,0.6
2022-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,female,overall,overall,24.8
2022-01-01,Kedah,P.009 Alor Setar,N.14 Alor Mengkudu,male,overall,overall,24.4
2020-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,overall,44.466
2020-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,citizen,42.889
2020-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,noncitizen,1.577
2020-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,female,overall,overall,21.637
2020-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,male,overall,overall,22.829
2021-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,overall,44.9
2021-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,citizen,43.4
2021-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,noncitizen,1.5
2021-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,female,overall,overall,21.9
2021-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,male,overall,overall,23.0
2022-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,overall,45.3
2022-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,citizen,43.8
2022-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,both,overall,noncitizen,1.4
2022-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,female,overall,overall,22.1
2022-01-01,Kedah,P.010 Kuala Kedah,N.15 Anak Bukit,male,overall,overall,23.2
2020-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,overall,63.237
2020-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,citizen,61.853
2020-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,noncitizen,1.384
2020-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,female,overall,overall,31.438
2020-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,male,overall,overall,31.799
2021-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,overall,63.8
2021-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,citizen,62.5
2021-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,noncitizen,1.3
2021-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,female,overall,overall,31.8
2021-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,male,overall,overall,32.0
2022-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,overall,64.4
2022-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,citizen,63.1
2022-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,both,overall,noncitizen,1.3
2022-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,female,overall,overall,32.1
2022-01-01,Kedah,P.010 Kuala Kedah,N.16 Kubang Rotan,male,overall,overall,32.299
2020-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,overall,64.396
2020-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,citizen,62.967
2020-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,noncitizen,1.429
2020-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,female,overall,overall,32.764
2020-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,male,overall,overall,31.632
2021-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,overall,65.0
2021-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,citizen,63.7
2021-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,noncitizen,1.4
2021-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,female,overall,overall,33.1
2021-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,male,overall,overall,31.9
2022-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,overall,65.6
2022-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,citizen,64.3
2022-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,both,overall,noncitizen,1.3
2022-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,female,overall,overall,33.5
2022-01-01,Kedah,P.010 Kuala Kedah,N.17 Pengkalan Kundor,male,overall,overall,32.1
2020-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,overall,43.566
2020-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,citizen,43.03
2020-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,noncitizen,0.536
2020-01-01,Kedah,P.011 Pendang,N.18 Tokai,female,overall,overall,21.693
2020-01-01,Kedah,P.011 Pendang,N.18 Tokai,male,overall,overall,21.873
2021-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,overall,44.0
2021-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,citizen,43.5
2021-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,noncitizen,0.5
2021-01-01,Kedah,P.011 Pendang,N.18 Tokai,female,overall,overall,21.9
2021-01-01,Kedah,P.011 Pendang,N.18 Tokai,male,overall,overall,22.0
2022-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,overall,44.4
2022-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,citizen,43.9
2022-01-01,Kedah,P.011 Pendang,N.18 Tokai,both,overall,noncitizen,0.5
2022-01-01,Kedah,P.011 Pendang,N.18 Tokai,female,overall,overall,22.2
2022-01-01,Kedah,P.011 Pendang,N.18 Tokai,male,overall,overall,22.2
2020-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,overall,55.797
2020-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,citizen,54.421
2020-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,noncitizen,1.376
2020-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,female,overall,overall,24.997
2020-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,male,overall,overall,30.8
2021-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,overall,56.3
2021-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,citizen,55.0
2021-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,noncitizen,1.3
2021-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,female,overall,overall,25.3
2021-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,male,overall,overall,31.0
2022-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,overall,56.8
2022-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,citizen,55.6
2022-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,both,overall,noncitizen,1.3
2022-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,female,overall,overall,25.5
2022-01-01,Kedah,P.011 Pendang,N.19 Sungai Tiang,male,overall,overall,31.3
2020-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,overall,35.807
2020-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,citizen,35.529
2020-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,noncitizen,0.278
2020-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,female,overall,overall,17.244
2020-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,male,overall,overall,18.563
2021-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,overall,36.1
2021-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,citizen,35.9
2021-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,noncitizen,0.3
2021-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,female,overall,overall,17.4
2021-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,male,overall,overall,18.7
2022-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,overall,36.5
2022-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,citizen,36.2
2022-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,both,overall,noncitizen,0.3
2022-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,female,overall,overall,17.6
2022-01-01,Kedah,P.012 Jerai,N.20 Sungai Limau,male,overall,overall,18.9
2020-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,overall,37.338
2020-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,citizen,37.03
2020-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,noncitizen,0.308
2020-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,female,overall,overall,18.408
2020-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,male,overall,overall,18.93
2021-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,overall,37.7
2021-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,citizen,37.4
2021-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,noncitizen,0.3
2021-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,female,overall,overall,18.6
2021-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,male,overall,overall,19.1
2022-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,overall,38.0
2022-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,citizen,37.8
2022-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,both,overall,noncitizen,0.3
2022-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,female,overall,overall,18.8
2022-01-01,Kedah,P.012 Jerai,N.21 Guar Chempedak,male,overall,overall,19.2
2020-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,overall,53.055
2020-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,citizen,52.061
2020-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,noncitizen,0.994
2020-01-01,Kedah,P.012 Jerai,N.22 Gurun,female,overall,overall,26.551
2020-01-01,Kedah,P.012 Jerai,N.22 Gurun,male,overall,overall,26.504
2021-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,overall,53.6
2021-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,citizen,52.6
2021-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,noncitizen,0.9
2021-01-01,Kedah,P.012 Jerai,N.22 Gurun,female,overall,overall,26.8
2021-01-01,Kedah,P.012 Jerai,N.22 Gurun,male,overall,overall,26.7
2022-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,overall,54.0
2022-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,citizen,53.1
2022-01-01,Kedah,P.012 Jerai,N.22 Gurun,both,overall,noncitizen,0.9
2022-01-01,Kedah,P.012 Jerai,N.22 Gurun,female,overall,overall,27.1
2022-01-01,Kedah,P.012 Jerai,N.22 Gurun,male,overall,overall,26.9
2020-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,overall,30.089
2020-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,citizen,28.371
2020-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,noncitizen,1.718
2020-01-01,Kedah,P.013 Sik,N.23 Belantek,female,overall,overall,14.402
2020-01-01,Kedah,P.013 Sik,N.23 Belantek,male,overall,overall,15.687
2021-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,overall,30.4
2021-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,citizen,28.7
2021-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,noncitizen,1.6
2021-01-01,Kedah,P.013 Sik,N.23 Belantek,female,overall,overall,14.6
2021-01-01,Kedah,P.013 Sik,N.23 Belantek,male,overall,overall,15.8
2022-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,overall,30.6
2022-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,citizen,29.1
2022-01-01,Kedah,P.013 Sik,N.23 Belantek,both,overall,noncitizen,1.6
2022-01-01,Kedah,P.013 Sik,N.23 Belantek,female,overall,overall,14.7
2022-01-01,Kedah,P.013 Sik,N.23 Belantek,male,overall,overall,15.9
2020-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,overall,37.551
2020-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,citizen,37.154
2020-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,noncitizen,0.397
2020-01-01,Kedah,P.013 Sik,N.24 Jeneri,female,overall,overall,18.7
2020-01-01,Kedah,P.013 Sik,N.24 Jeneri,male,overall,overall,18.851
2021-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,overall,37.9
2021-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,citizen,37.5
2021-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,noncitizen,0.4
2021-01-01,Kedah,P.013 Sik,N.24 Jeneri,female,overall,overall,18.9
2021-01-01,Kedah,P.013 Sik,N.24 Jeneri,male,overall,overall,19.0
2022-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,overall,38.2
2022-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,citizen,37.9
2022-01-01,Kedah,P.013 Sik,N.24 Jeneri,both,overall,noncitizen,0.4
2022-01-01,Kedah,P.013 Sik,N.24 Jeneri,female,overall,overall,19.1
2022-01-01,Kedah,P.013 Sik,N.24 Jeneri,male,overall,overall,19.1
2020-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,both,overall,overall,150.632
2020-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,both,overall,citizen,141.78
2020-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,both,overall,noncitizen,8.852
2020-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,female,overall,overall,72.453
2020-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,male,overall,overall,78.179
2021-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,both,overall,overall,152.1
2021-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,both,overall,citizen,143.6
2021-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,both,overall,noncitizen,8.4
2021-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,female,overall,overall,73.3
2021-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,male,overall,overall,78.8
2022-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,both,overall,overall,153.4
2022-01-01,Kedah,P.014 Merbok,N.25 Bukit Selambau,both,overall,citizen,145.3
